Train 145 {from: Kyiv; to: Wien; depart: 20-06-1916 17:09:00; arrive: 22-06-1916 19:09:00}
Train 390 {from: Warszawa; to: Moskva; depart: 13-09-1915 08:23:00; arrive: 17-09-1915 11:23:00}
Train 391 {from: Palermo; to: Munchen; depart: 06-06-1916 21:34:00; arrive: 08-06-1916 06:34:00}
Train 392 {from: Munchen; to: Paris; depart: 17-03-1916 18:41:00; arrive: 17-03-1916 18:41:00}
Train 393 {from: Essen; to: Riga; depart: 04-12-1915 11:34:00; arrive: 06-12-1915 11:34:00}
Train 394 {from: Frankfurt; to: Venezia; depart: 02-06-1915 09:57:00; arrive: 02-06-1915 16:57:00}
Train 395 {from: Madrid; to: Munchen; depart: 16-12-1915 18:19:00; arrive: 18-12-1915 19:19:00}
Train 396 {from: Berlin; to: Buguresti; depart: 26-03-1916 17:35:00; arrive: 29-03-1916 23:35:00}
Train 397 {from: Brindisi; to: Sevastopol; depart: 20-12-1915 09:23:00; arrive: 26-12-1915 12:23:00}
Train 398 {from: Ancora; to: Zurich; depart: 17-04-1916 20:03:00; arrive: 21-04-1916 23:03:00}
Train 399 {from: Barcelona; to: Bruxelles; depart: 17-10-1915 16:31:00; arrive: 18-10-1915 16:31:00}
Train 400 {from: Vilno; to: Lisboa; depart: 02-01-1915 17:38:00; arrive: 10-01-1915 18:38:00}
Train 401 {from: Paris; to: Pamplona; depart: 10-12-1915 14:12:00; arrive: 11-12-1915 22:12:00}
Train 402 {from: Palermo; to: Amsterdam; depart: 25-06-1915 04:43:00; arrive: 27-06-1915 07:43:00}
Train 403 {from: Berlin; to: Wien; depart: 28-04-1915 04:41:00; arrive: 28-04-1915 07:41:00}
Train 404 {from: Danzig; to: Moskva; depart: 12-05-1916 10:28:00; arrive: 16-05-1916 13:28:00}
Train 405 {from: Rostov; to: Erzurum; depart: 14-05-1915 04:23:00; arrive: 14-05-1915 11:23:00}
Train 406 {from: Budapest; to: Kyiv; depart: 14-07-1916 13:36:00; arrive: 15-07-1916 14:36:00}
Train 407 {from: Buguresti; to: Barcelona; depart: 21-01-1915 08:22:00; arrive: 29-01-1915 09:22:00}
Train 408 {from: Barcelona; to: Kharkov; depart: 18-01-1916 14:37:00; arrive: 28-01-1916 22:37:00}
Train 409 {from: Moskva; to: Venezia; depart: 10-03-1915 21:31:00; arrive: 17-03-1915 23:31:00}
Train 410 {from: Kyiv; to: Warszawa; depart: 30-08-1915 06:18:00; arrive: 31-08-1915 06:18:00}
Train 411 {from: Paris; to: Bruxelles; depart: 14-07-1916 12:27:00; arrive: 14-07-1916 12:27:00}
Train 412 {from: Riga; to: Amsterdam; depart: 30-03-1916 09:42:00; arrive: 05-04-1916 14:42:00}
Train 413 {from: Rostov; to: Petrograd; depart: 27-06-1915 07:40:00; arrive: 27-06-1915 09:40:00}
Train 414 {from: Essen; to: Buguresti; depart: 16-08-1916 15:40:00; arrive: 19-08-1916 23:40:00}
Train 415 {from: Brindisi; to: Warszawa; depart: 19-12-1915 03:07:00; arrive: 23-12-1915 12:07:00}
Train 416 {from: Bruxelles; to: Moskva; depart: 31-08-1915 13:51:00; arrive: 10-09-1915 16:51:00}
Train 417 {from: London; to: Petrograd; depart: 17-02-1916 21:37:00; arrive: 27-02-1916 21:37:00}
Train 418 {from: Ancora; to: Buguresti; depart: 03-04-1916 15:35:00; arrive: 03-04-1916 20:35:00}
Train 419 {from: London; to: Marseille; depart: 09-07-1916 17:23:00; arrive: 11-07-1916 01:23:00}
Train 420 {from: Lisboa; to: Essen; depart: 13-02-1915 20:38:00; arrive: 19-02-1915 01:38:00}
Train 421 {from: Palermo; to: Rostov; depart: 11-07-1916 01:17:00; arrive: 18-07-1916 02:17:00}
Train 422 {from: Zgrab; to: Roma; depart: 03-07-1916 17:46:00; arrive: 05-07-1916 17:46:00}
Train 423 {from: Lisboa; to: Wien; depart: 07-02-1916 21:51:00; arrive: 13-02-1916 22:51:00}
Train 424 {from: Budapest; to: Pamplona; depart: 20-04-1915 06:51:00; arrive: 26-04-1915 11:51:00}
Train 425 {from: Athina; to: Ancora; depart: 11-02-1916 00:19:00; arrive: 17-02-1916 00:19:00}
Train 426 {from: Brindisi; to: Riga; depart: 04-05-1916 08:04:00; arrive: 08-05-1916 13:04:00}
Train 427 {from: Constantinopole; to: Marseille; depart: 03-03-1916 10:39:00; arrive: 10-03-1916 16:39:00}
Train 428 {from: London; to: Pamplona; depart: 25-04-1916 03:19:00; arrive: 25-04-1916 05:19:00}
Train 429 {from: Amsterdam; to: Sevastopol; depart: 15-05-1916 03:30:00; arrive: 23-05-1916 08:30:00}
Train 430 {from: Kharkov; to: Frankfurt; depart: 19-03-1915 16:37:00; arrive: 25-03-1915 20:37:00}
Train 431 {from: Venezia; to: Roma; depart: 22-01-1916 09:51:00; arrive: 22-01-1916 11:51:00}
Train 432 {from: Erzurum; to: Frankfurt; depart: 04-06-1915 09:53:00; arrive: 09-06-1915 11:53:00}
Train 433 {from: Rostov; to: Pamplona; depart: 05-08-1916 14:10:00; arrive: 15-08-1916 17:10:00}
Train 434 {from: Sevastopol; to: Essen; depart: 20-06-1915 15:49:00; arrive: 24-06-1915 23:49:00}
Train 435 {from: Essen; to: Ancora; depart: 31-10-1915 16:15:00; arrive: 04-11-1915 19:15:00}
Train 436 {from: Zgrab; to: Essen; depart: 07-03-1916 16:16:00; arrive: 08-03-1916 20:16:00}
Train 437 {from: Vilno; to: Rostov; depart: 22-04-1916 11:58:00; arrive: 24-04-1916 13:58:00}
Train 438 {from: Roma; to: Constantinopole; depart: 29-05-1916 04:12:00; arrive: 03-06-1916 11:12:00}
Train 439 {from: Brindisi; to: Wien; depart: 05-06-1915 13:57:00; arrive: 07-06-1915 15:57:00}
Train 440 {from: Essen; to: Paris; depart: 02-03-1916 07:36:00; arrive: 05-03-1916 13:36:00}
Train 441 {from: Amsterdam; to: London; depart: 30-12-1915 12:49:00; arrive: 30-12-1915 17:49:00}
Train 442 {from: Wien; to: Erzurum; depart: 08-01-1916 08:22:00; arrive: 12-01-1916 14:22:00}
Train 443 {from: Constantinopole; to: Danzig; depart: 04-05-1915 12:46:00; arrive: 06-05-1915 17:46:00}
Train 444 {from: Vilno; to: Sarajevo; depart: 25-03-1916 00:29:00; arrive: 26-03-1916 04:29:00}
Train 445 {from: Brindisi; to: Budapest; depart: 22-05-1915 01:22:00; arrive: 25-05-1915 06:22:00}
Train 446 {from: Riga; to: Bruxelles; depart: 12-09-1915 12:53:00; arrive: 18-09-1915 15:53:00}
Train 447 {from: Erzurum; to: Essen; depart: 05-06-1915 01:29:00; arrive: 10-06-1915 03:29:00}
Train 448 {from: Budapest; to: Warszawa; depart: 13-04-1915 06:08:00; arrive: 13-04-1915 10:08:00}
Train 449 {from: Munchen; to: Vilno; depart: 22-06-1916 05:24:00; arrive: 28-06-1916 14:24:00}
Train 450 {from: Sevastopol; to: Marseille; depart: 19-01-1915 08:38:00; arrive: 26-01-1915 12:38:00}
Train 451 {from: Essen; to: Wien; depart: 27-09-1915 10:53:00; arrive: 27-09-1915 18:53:00}
Train 452 {from: Brindisi; to: Bruxelles; depart: 09-03-1916 14:42:00; arrive: 11-03-1916 23:42:00}
Train 453 {from: Essen; to: Pamplona; depart: 06-07-1915 11:55:00; arrive: 10-07-1915 16:55:00}
Train 454 {from: Palermo; to: London; depart: 22-05-1916 08:40:00; arrive: 24-05-1916 12:40:00}
Train 455 {from: Ancora; to: Rostov; depart: 02-11-1915 13:43:00; arrive: 03-11-1915 15:43:00}
Train 456 {from: Essen; to: Rostov; depart: 01-06-1915 03:59:00; arrive: 06-06-1915 06:59:00}
Train 457 {from: Berlin; to: Munchen; depart: 11-07-1915 12:17:00; arrive: 14-07-1915 21:17:00}
Train 458 {from: Palermo; to: Athina; depart: 02-07-1915 22:39:00; arrive: 03-07-1915 01:39:00}
Train 459 {from: Budapest; to: Wien; depart: 20-05-1915 00:54:00; arrive: 21-05-1915 07:54:00}
Train 460 {from: Brindisi; to: Ancora; depart: 10-12-1915 16:33:00; arrive: 15-12-1915 16:33:00}
Train 461 {from: Venezia; to: Bruxelles; depart: 28-01-1916 10:35:00; arrive: 30-01-1916 18:35:00}
Train 462 {from: Bruxelles; to: Danzig; depart: 08-09-1915 20:59:00; arrive: 14-09-1915 01:59:00}
Train 463 {from: London; to: Madrid; depart: 24-04-1915 16:39:00; arrive: 25-04-1915 17:39:00}
Train 464 {from: Athina; to: Berlin; depart: 26-06-1915 09:11:00; arrive: 28-06-1915 17:11:00}
Train 465 {from: Kharkov; to: Erzurum; depart: 01-04-1915 17:54:00; arrive: 02-04-1915 01:54:00}
Train 466 {from: Amsterdam; to: Pamplona; depart: 08-03-1916 10:52:00; arrive: 08-03-1916 16:52:00}
Train 467 {from: Ancora; to: Venezia; depart: 15-08-1915 10:57:00; arrive: 20-08-1915 10:57:00}
Train 468 {from: Kyiv; to: Marseille; depart: 06-04-1916 18:55:00; arrive: 12-04-1916 18:55:00}
Train 469 {from: Sevastopol; to: Munchen; depart: 13-08-1916 10:15:00; arrive: 20-08-1916 15:15:00}
Train 470 {from: Vilno; to: Petrograd; depart: 22-06-1915 08:04:00; arrive: 25-06-1915 12:04:00}
Train 471 {from: Wien; to: Petrograd; depart: 26-02-1915 22:22:00; arrive: 03-03-1915 23:22:00}
Train 472 {from: Ancora; to: Essen; depart: 23-08-1915 22:45:00; arrive: 28-08-1915 00:45:00}
Train 473 {from: Athina; to: Barcelona; depart: 22-08-1916 17:51:00; arrive: 24-08-1916 22:51:00}
Train 474 {from: Kyiv; to: Zurich; depart: 12-02-1915 10:13:00; arrive: 16-02-1915 17:13:00}
Train 475 {from: Ancora; to: Rostov; depart: 30-07-1916 13:33:00; arrive: 31-07-1916 15:33:00}
Train 476 {from: Petrograd; to: Riga; depart: 07-02-1915 20:30:00; arrive: 11-02-1915 01:30:00}
Train 477 {from: Rostov; to: Zgrab; depart: 02-01-1915 05:01:00; arrive: 06-01-1915 07:01:00}
Train 478 {from: Lisboa; to: Bruxelles; depart: 15-06-1916 11:49:00; arrive: 17-06-1916 19:49:00}
Train 479 {from: Lisboa; to: Zurich; depart: 16-02-1915 10:43:00; arrive: 21-02-1915 14:43:00}
Train 480 {from: Munchen; to: Budapest; depart: 27-08-1915 09:31:00; arrive: 31-08-1915 12:31:00}
Train 481 {from: Danzig; to: Bruxelles; depart: 26-04-1915 18:36:00; arrive: 01-05-1915 23:36:00}
Train 482 {from: Rostov; to: Sevastopol; depart: 07-11-1915 11:40:00; arrive: 07-11-1915 17:40:00}
Train 483 {from: Amsterdam; to: Warszawa; depart: 28-02-1915 09:15:00; arrive: 06-03-1915 16:15:00}
Train 484 {from: Budapest; to: Sevastopol; depart: 07-08-1916 15:56:00; arrive: 10-08-1916 16:56:00}
Train 485 {from: Palermo; to: Lisboa; depart: 19-02-1916 12:34:00; arrive: 22-02-1916 16:34:00}
Train 486 {from: Athina; to: Bruxelles; depart: 22-03-1915 18:18:00; arrive: 23-03-1915 22:18:00}
Train 487 {from: Marseille; to: Pamplona; depart: 14-05-1915 20:38:00; arrive: 17-05-1915 02:38:00}
Train 488 {from: Riga; to: Budapest; depart: 25-05-1916 04:25:00; arrive: 26-05-1916 11:25:00}
Train 489 {from: Venezia; to: Vilno; depart: 30-05-1915 21:04:00; arrive: 04-06-1915 01:04:00}
Train 490 {from: Barcelona; to: Bruxelles; depart: 28-04-1915 03:35:00; arrive: 29-04-1915 06:35:00}
Train 491 {from: Sarajevo; to: Erzurum; depart: 21-03-1916 15:00:00; arrive: 24-03-1916 18:00:00}
Train 492 {from: Vilno; to: Munchen; depart: 08-01-1915 08:05:00; arrive: 14-01-1915 14:05:00}
Train 493 {from: Paris; to: Rostov; depart: 26-07-1916 15:04:00; arrive: 03-08-1916 20:04:00}
Train 494 {from: Zurich; to: Frankfurt; depart: 13-03-1916 11:37:00; arrive: 13-03-1916 18:37:00}
Train 495 {from: Budapest; to: Vilno; depart: 07-05-1915 07:29:00; arrive: 08-05-1915 08:29:00}
Train 496 {from: Sevastopol; to: Brindisi; depart: 14-06-1915 10:23:00; arrive: 20-06-1915 14:23:00}
Train 497 {from: Danzig; to: Ancora; depart: 17-04-1915 03:54:00; arrive: 19-04-1915 10:54:00}
Train 498 {from: Constantinopole; to: Barcelona; depart: 05-07-1915 10:59:00; arrive: 14-07-1915 17:59:00}
Train 499 {from: Amsterdam; to: Constantinopole; depart: 23-08-1916 22:50:00; arrive: 31-08-1916 23:50:00}
Train 500 {from: Munchen; to: Moskva; depart: 08-12-1915 13:44:00; arrive: 17-12-1915 22:44:00}
Train 501 {from: Brindisi; to: Riga; depart: 29-07-1916 14:56:00; arrive: 02-08-1916 17:56:00}
Train 502 {from: Palermo; to: Danzig; depart: 10-03-1915 12:05:00; arrive: 14-03-1915 13:05:00}
Train 503 {from: Munchen; to: Bruxelles; depart: 01-08-1915 16:51:00; arrive: 01-08-1915 17:51:00}
Train 504 {from: Munchen; to: Sarajevo; depart: 05-02-1916 19:48:00; arrive: 09-02-1916 21:48:00}
Train 505 {from: Constantinopole; to: Buguresti; depart: 07-01-1915 18:19:00; arrive: 08-01-1915 00:19:00}
Train 506 {from: Roma; to: London; depart: 16-08-1915 16:33:00; arrive: 19-08-1915 19:33:00}
Train 507 {from: Ancora; to: Palermo; depart: 27-06-1916 18:15:00; arrive: 04-07-1916 00:15:00}
Train 508 {from: Buguresti; to: Kyiv; depart: 22-01-1916 13:49:00; arrive: 22-01-1916 22:49:00}
Train 509 {from: Zgrab; to: Wien; depart: 09-06-1916 19:20:00; arrive: 09-06-1916 21:20:00}
Train 510 {from: Vilno; to: Warszawa; depart: 26-07-1915 22:17:00; arrive: 27-07-1915 00:17:00}
Train 511 {from: Danzig; to: Ancora; depart: 12-09-1915 00:27:00; arrive: 14-09-1915 00:27:00}
Train 512 {from: Barcelona; to: Moskva; depart: 15-12-1915 14:51:00; arrive: 26-12-1915 14:51:00}
Train 513 {from: Erzurum; to: Berlin; depart: 29-06-1916 17:37:00; arrive: 04-07-1916 00:37:00}
Train 514 {from: Essen; to: Sevastopol; depart: 12-08-1916 14:39:00; arrive: 16-08-1916 19:39:00}
Train 515 {from: Sarajevo; to: Petrograd; depart: 09-11-1915 11:47:00; arrive: 13-11-1915 11:47:00}
Train 516 {from: Brindisi; to: Essen; depart: 25-05-1915 06:32:00; arrive: 26-05-1915 06:32:00}
Train 517 {from: Lisboa; to: Warszawa; depart: 12-04-1916 11:10:00; arrive: 20-04-1916 20:10:00}
Train 518 {from: Erzurum; to: Sarajevo; depart: 22-06-1915 05:40:00; arrive: 25-06-1915 05:40:00}
Train 519 {from: Kharkov; to: Sarajevo; depart: 14-03-1915 17:20:00; arrive: 18-03-1915 19:20:00}
Train 520 {from: Athina; to: Kharkov; depart: 23-08-1915 11:38:00; arrive: 31-08-1915 18:38:00}
Train 521 {from: Sevastopol; to: Roma; depart: 19-07-1915 11:41:00; arrive: 25-07-1915 17:41:00}
Train 522 {from: Warszawa; to: Buguresti; depart: 13-02-1916 16:43:00; arrive: 14-02-1916 19:43:00}
Train 523 {from: Wien; to: Munchen; depart: 13-07-1915 02:37:00; arrive: 16-07-1915 06:37:00}
Train 524 {from: Essen; to: Petrograd; depart: 23-07-1916 06:23:00; arrive: 29-07-1916 13:23:00}
Train 525 {from: Athina; to: Warszawa; depart: 19-05-1916 19:58:00; arrive: 24-05-1916 00:58:00}
Train 526 {from: Budapest; to: Munchen; depart: 03-05-1916 01:44:00; arrive: 07-05-1916 08:44:00}
Train 527 {from: Brindisi; to: Moskva; depart: 18-04-1916 01:35:00; arrive: 26-04-1916 06:35:00}
Train 528 {from: Amsterdam; to: Sarajevo; depart: 07-05-1916 16:25:00; arrive: 13-05-1916 01:25:00}
Train 529 {from: Brindisi; to: Danzig; depart: 06-11-1915 22:24:00; arrive: 10-11-1915 06:24:00}
Train 530 {from: Bruxelles; to: Riga; depart: 31-01-1915 22:21:00; arrive: 07-02-1915 01:21:00}
Train 531 {from: Petrograd; to: Kyiv; depart: 17-06-1915 09:02:00; arrive: 19-06-1915 17:02:00}
Train 532 {from: Vilno; to: Moskva; depart: 18-01-1916 16:43:00; arrive: 21-01-1916 16:43:00}
Train 533 {from: Riga; to: Berlin; depart: 03-12-1915 13:35:00; arrive: 05-12-1915 13:35:00}
Train 534 {from: Pamplona; to: Berlin; depart: 21-05-1915 00:25:00; arrive: 26-05-1915 09:25:00}
Train 535 {from: Constantinopole; to: Bruxelles; depart: 06-10-1915 05:58:00; arrive: 14-10-1915 07:58:00}
Train 536 {from: Amsterdam; to: Athina; depart: 15-01-1916 06:26:00; arrive: 16-01-1916 11:26:00}
Train 537 {from: Zgrab; to: Bruxelles; depart: 10-03-1916 06:20:00; arrive: 14-03-1916 15:20:00}
Train 538 {from: Essen; to: Venezia; depart: 09-01-1915 11:16:00; arrive: 10-01-1915 15:16:00}
Train 539 {from: Frankfurt; to: Madrid; depart: 06-03-1915 01:59:00; arrive: 11-03-1915 02:59:00}
Train 540 {from: Sarajevo; to: Kharkov; depart: 03-05-1916 12:55:00; arrive: 07-05-1916 16:55:00}
Train 541 {from: Buguresti; to: Paris; depart: 30-08-1915 15:25:00; arrive: 06-09-1915 23:25:00}
Train 542 {from: Venezia; to: Palermo; depart: 26-02-1915 03:06:00; arrive: 27-02-1915 07:06:00}
Train 543 {from: Amsterdam; to: Munchen; depart: 11-04-1915 22:22:00; arrive: 13-04-1915 06:22:00}
Train 544 {from: Barcelona; to: Paris; depart: 21-07-1916 03:38:00; arrive: 22-07-1916 07:38:00}
Train 545 {from: Zurich; to: Petrograd; depart: 15-07-1915 01:27:00; arrive: 21-07-1915 09:27:00}
Train 546 {from: Amsterdam; to: Riga; depart: 07-10-1915 14:58:00; arrive: 13-10-1915 22:58:00}
Train 547 {from: Erzurum; to: Constantinopole; depart: 03-06-1915 03:03:00; arrive: 03-06-1915 11:03:00}
Train 548 {from: Roma; to: Sarajevo; depart: 12-06-1915 18:21:00; arrive: 14-06-1915 19:21:00}
Train 549 {from: Petrograd; to: Budapest; depart: 29-01-1916 04:31:00; arrive: 02-02-1916 07:31:00}
Train 550 {from: Sevastopol; to: Barcelona; depart: 22-04-1915 11:15:00; arrive: 01-05-1915 14:15:00}
Train 551 {from: Athina; to: Zgrab; depart: 09-03-1916 00:45:00; arrive: 12-03-1916 07:45:00}
Train 552 {from: Wien; to: Munchen; depart: 03-04-1915 00:16:00; arrive: 06-04-1915 02:16:00}
Train 553 {from: Zgrab; to: Amsterdam; depart: 04-04-1915 01:18:00; arrive: 09-04-1915 04:18:00}
Train 554 {from: Warszawa; to: Venezia; depart: 26-06-1916 14:18:00; arrive: 29-06-1916 16:18:00}
Train 555 {from: Athina; to: Venezia; depart: 06-07-1916 13:53:00; arrive: 07-07-1916 16:53:00}
Train 556 {from: Amsterdam; to: Constantinopole; depart: 06-02-1915 06:56:00; arrive: 14-02-1915 12:56:00}
Train 557 {from: Danzig; to: Athina; depart: 05-05-1915 20:46:00; arrive: 09-05-1915 22:46:00}
Train 558 {from: Brindisi; to: Pamplona; depart: 12-02-1915 01:02:00; arrive: 15-02-1915 07:02:00}
Train 559 {from: Marseille; to: Sarajevo; depart: 07-08-1915 14:36:00; arrive: 11-08-1915 18:36:00}
Train 560 {from: Lisboa; to: Zgrab; depart: 30-01-1916 01:25:00; arrive: 05-02-1916 10:25:00}
Train 561 {from: Lisboa; to: Paris; depart: 15-06-1915 02:15:00; arrive: 17-06-1915 04:15:00}
Train 562 {from: Kharkov; to: Riga; depart: 14-04-1916 00:56:00; arrive: 17-04-1916 06:56:00}
Train 563 {from: Barcelona; to: Bruxelles; depart: 05-01-1916 20:21:00; arrive: 07-01-1916 01:21:00}
Train 564 {from: Brindisi; to: Pamplona; depart: 05-02-1916 01:28:00; arrive: 08-02-1916 06:28:00}
Train 565 {from: Sevastopol; to: Kyiv; depart: 14-02-1916 04:51:00; arrive: 15-02-1916 07:51:00}
Train 566 {from: Athina; to: Brindisi; depart: 06-07-1915 12:26:00; arrive: 06-07-1915 13:26:00}
Train 567 {from: Pamplona; to: Barcelona; depart: 27-02-1916 22:17:00; arrive: 27-02-1916 23:17:00}
Train 568 {from: Sevastopol; to: Riga; depart: 12-06-1915 00:13:00; arrive: 14-06-1915 06:13:00}
Train 569 {from: Essen; to: Moskva; depart: 12-06-1915 03:47:00; arrive: 18-06-1915 10:47:00}
Train 570 {from: Essen; to: Barcelona; depart: 23-03-1916 18:56:00; arrive: 29-03-1916 02:56:00}
Train 571 {from: Lisboa; to: Wien; depart: 13-05-1915 02:23:00; arrive: 19-05-1915 07:23:00}
Train 572 {from: Marseille; to: Lisboa; depart: 04-02-1916 02:38:00; arrive: 07-02-1916 11:38:00}
Train 573 {from: Amsterdam; to: Barcelona; depart: 22-11-1915 18:27:00; arrive: 23-11-1915 19:27:00}
Train 574 {from: Bruxelles; to: Berlin; depart: 31-08-1915 22:42:00; arrive: 05-09-1915 03:42:00}
Train 575 {from: Palermo; to: Frankfurt; depart: 25-04-1916 20:09:00; arrive: 27-04-1916 00:09:00}
Train 576 {from: Kyiv; to: Barcelona; depart: 12-02-1916 10:15:00; arrive: 20-02-1916 14:15:00}
Train 577 {from: Marseille; to: Zurich; depart: 02-05-1915 03:31:00; arrive: 04-05-1915 09:31:00}
Train 578 {from: Athina; to: Pamplona; depart: 23-05-1916 16:21:00; arrive: 25-05-1916 16:21:00}
Train 579 {from: Palermo; to: Vilno; depart: 02-07-1916 20:13:00; arrive: 08-07-1916 05:13:00}
Train 580 {from: Berlin; to: Venezia; depart: 28-10-1915 20:54:00; arrive: 30-10-1915 00:54:00}
Train 581 {from: Pamplona; to: Sarajevo; depart: 14-10-1915 21:37:00; arrive: 20-10-1915 21:37:00}
Train 582 {from: Budapest; to: Moskva; depart: 10-11-1915 21:26:00; arrive: 14-11-1915 23:26:00}
Train 583 {from: Pamplona; to: Erzurum; depart: 23-04-1915 16:46:00; arrive: 02-05-1915 18:46:00}
Train 584 {from: Rostov; to: Venezia; depart: 04-06-1915 14:21:00; arrive: 10-06-1915 17:21:00}
Train 585 {from: Madrid; to: Berlin; depart: 13-09-1915 12:25:00; arrive: 18-09-1915 16:25:00}
Train 586 {from: Paris; to: Riga; depart: 29-09-1915 09:42:00; arrive: 05-10-1915 12:42:00}
Train 587 {from: Frankfurt; to: Madrid; depart: 23-08-1916 08:33:00; arrive: 28-08-1916 13:33:00}
Train 588 {from: Amsterdam; to: Lisboa; depart: 11-12-1915 14:31:00; arrive: 12-12-1915 14:31:00}
Train 589 {from: Barcelona; to: Wien; depart: 22-03-1915 19:22:00; arrive: 28-03-1915 04:22:00}
Train 590 {from: Rostov; to: Zurich; depart: 07-06-1916 16:05:00; arrive: 13-06-1916 18:05:00}
Train 591 {from: Munchen; to: Bruxelles; depart: 22-06-1916 16:20:00; arrive: 22-06-1916 18:20:00}
Train 592 {from: Marseille; to: Warszawa; depart: 24-06-1916 05:39:00; arrive: 29-06-1916 10:39:00}
Train 593 {from: Sarajevo; to: Budapest; depart: 12-12-1915 09:35:00; arrive: 12-12-1915 12:35:00}
Train 594 {from: Petrograd; to: Venezia; depart: 09-05-1915 15:51:00; arrive: 16-05-1915 16:51:00}
Train 595 {from: London; to: Pamplona; depart: 14-11-1915 20:47:00; arrive: 15-11-1915 00:47:00}
Train 596 {from: Buguresti; to: Paris; depart: 02-08-1916 20:27:00; arrive: 09-08-1916 20:27:00}
Train 597 {from: Madrid; to: Rostov; depart: 16-03-1915 13:35:00; arrive: 26-03-1915 18:35:00}
Train 598 {from: Wien; to: Essen; depart: 22-09-1915 01:30:00; arrive: 22-09-1915 02:30:00}
Train 599 {from: London; to: Petrograd; depart: 11-04-1915 01:43:00; arrive: 21-04-1915 04:43:00}
Train 600 {from: Erzurum; to: Berlin; depart: 17-06-1915 17:19:00; arrive: 21-06-1915 20:19:00}
Train 601 {from: Vilno; to: Riga; depart: 12-09-1915 18:22:00; arrive: 13-09-1915 01:22:00}
Train 602 {from: Marseille; to: Rostov; depart: 24-04-1915 11:12:00; arrive: 02-05-1915 14:12:00}
Train 603 {from: Zurich; to: Petrograd; depart: 19-02-1915 02:06:00; arrive: 25-02-1915 05:06:00}
Train 604 {from: Brindisi; to: Kyiv; depart: 23-04-1915 19:08:00; arrive: 29-04-1915 04:08:00}
Train 605 {from: Bruxelles; to: London; depart: 07-08-1915 00:18:00; arrive: 07-08-1915 00:18:00}
Train 606 {from: Erzurum; to: Paris; depart: 07-08-1915 22:43:00; arrive: 16-08-1915 00:43:00}
Train 607 {from: Brindisi; to: Madrid; depart: 13-06-1915 10:11:00; arrive: 16-06-1915 18:11:00}
Train 608 {from: Constantinopole; to: Frankfurt; depart: 13-03-1916 21:27:00; arrive: 18-03-1916 02:27:00}
